bet,date,hometeam,awayteam,homegoals,awaygoals,bank,my_homeodds,my_awayodds,official_homeodds,official_awayodds,hfr19,afr19,str,wsh_form,wsa_form
1,01/10/16,Swansea,Liverpool,1,2,1594.6,1.43,11.03,8.0,1.45,0.43,0.64,3.825,7,7
1,02/10/16,Burnley,Arsenal,0,1,1574.6,2.43,2.57,9.0,1.4,0.37,0.71,0.675,7,7
1,02/10/16,Tottenham,Man City,2,0,1614.6,1.47,29.97,3.0,2.5,0.7,0.71,6.9,7,7
2,15/10/16,Chelsea,Leicester,3,0,1594.6,3.32,2.1,1.57,6.0,0.57,0.66,0.24384,7,7
1,15/10/16,West Brom,Tottenham,1,1,1574.6,1.49,15.36,5.5,1.73,0.44,0.71,5.55,7,7
2,16/10/16,Southampton,Burnley,3,1,1554.6,2.29,2.82,1.4,9.5,0.6,0.35,0.24,7,7
2,22/10/16,Arsenal,Middlesbrough,0,0,1534.6,1.82,3.36,1.25,15.0,0.74,0.3,0.2496,7,7
1,22/10/16,Bournemouth,Tottenham,0,0,1514.6,1.73,6.99,4.2,1.95,0.45,0.7,2.1,7,7
1,22/10/16,Burnley,Everton,2,1,1614.6,1.82,5.35,6.0,1.67,0.33,0.53,1.575,7,7
2,22/10/16,Liverpool,West Brom,2,1,1594.6,2.36,2.44,1.29,13.0,0.65,0.45,0.23808,7,7
2,29/10/16,Man United,Burnley,0,0,1574.6,1.73,3.57,1.2,19.0,0.59,0.37,0.43008,7,7
1,29/10/16,Sunderland,Arsenal,1,4,1554.6,1.67,4.99,9.0,1.4,0.33,0.72,2.175,7,7
2,29/10/16,Tottenham,Leicester,1,1,1534.6,3.25,2.2,1.62,6.0,0.69,0.65,0.21312,7,7
1,30/10/16,Southampton,Chelsea,0,2,1514.6,1.5,24.74,3.2,2.4,0.62,0.61,5.4,7,7
2,05/11/16,Man City,Middlesbrough,1,1,1494.6,1.96,2.89,1.22,15.0,0.67,0.34,0.2496,7,7
1,06/11/16,Hull,Southampton,2,1,1589.6,2.09,3.86,5.75,1.7,0.28,0.58,1.275,7,7
1,06/11/16,Swansea,Man United,1,3,1569.6,1.44,17.6,5.0,1.73,0.37,0.58,6.375,7,7
1,19/11/16,Crystal Palace,Man City,1,2,1549.6,1.78,4.6,6.5,1.53,0.36,0.66,1.575,7,7
1,19/11/16,Southampton,Liverpool,0,0,1529.6,1.47,23.9,3.4,2.2,0.55,0.7,6.9,7,7
2,19/11/16,Tottenham,West Ham,3,2,1509.6,2.73,2.43,1.5,7.5,0.67,0.49,0.21696,7,7
1,20/11/16,Middlesbrough,Chelsea,0,1,1489.6,1.98,4.08,7.0,1.57,0.35,0.65,1.275,7,7
2,26/11/16,Liverpool,Sunderland,2,0,1469.6,1.49,4.76,1.17,19.0,0.69,0.39,0.60288,7,7
2,27/11/16,Man United,West Ham,1,1,1449.6,2.4,2.69,1.45,8.0,0.59,0.47,0.2976,7,7
1,03/12/16,West Ham,Arsenal,1,5,1429.6,1.53,9.3,4.75,1.75,0.47,0.73,3.15,7,7
1,04/12/16,Bournemouth,Liverpool,4,3,1509.6,1.7,6.18,5.0,1.75,0.41,0.71,2.1,7,7
1,04/12/16,Everton,Man United,1,1,1489.6,1.54,15.7,3.6,2.15,0.47,0.59,4.275,7,7
2,10/12/16,Arsenal,Stoke,3,1,1469.6,2.05,3.03,1.35,9.5,0.74,0.51,0.33984,7,7
1,10/12/16,Burnley,Bournemouth,3,2,1519.6,1.48,26.46,3.5,2.2,0.35,0.44,7.5,7,7
1,10/12/16,Leicester,Man City,4,2,1604.6,1.41,23.42,5.25,1.7,0.54,0.66,6.75,7,7
2,11/12/16,Chelsea,West Brom,1,0,1584.6,2.11,2.74,1.25,15.0,0.7,0.49,0.30336,7,7
1,13/12/16,Everton,Arsenal,2,1,1648.6,1.7,6.89,4.2,1.91,0.45,0.75,2.25,7,7
1,14/12/16,Middlesbrough,Liverpool,0,3,1628.6,1.48,10.56,6.0,1.6,0.36,0.66,4.35,7,7
1,14/12/16,Stoke,Southampton,0,0,1608.6,1.51,28.35,3.1,2.5,0.49,0.57,7.275,7,7
1,14/12/16,Sunderland,Chelsea,0,1,1588.6,1.39,9.23,10.0,1.33,0.38,0.71,4.125,7,7
1,17/12/16,Crystal Palace,Chelsea,0,1,1568.6,1.57,8.05,6.5,1.57,0.34,0.73,3.675,7,7
1,17/12/16,West Brom,Man United,0,2,1548.6,1.44,24.39,5.75,1.7,0.49,0.63,7.275,7,7
2,18/12/16,Tottenham,Burnley,2,1,1528.6,1.88,3.07,1.22,15.0,0.66,0.37,0.30528,7,7
1,19/12/16,Everton,Liverpool,0,1,1508.6,1.58,11.29,4.2,1.95,0.47,0.68,3.45,7,7
2,26/12/16,Chelsea,Bournemouth,3,0,1488.6,2.26,2.8,1.36,8.5,0.74,0.43,0.24,7,7
1,26/12/16,Hull,Man City,0,3,1468.6,1.55,5.82,10.0,1.3,0.28,0.67,3.0,7,7
2,26/12/16,Man United,Sunderland,3,1,1448.6,1.85,3.26,1.22,13.0,0.65,0.39,0.35136,7,7
1,30/12/16,Hull,Everton,2,2,1428.6,1.55,14.88,4.33,1.95,0.26,0.48,5.925,7,7
2,31/12/16,Chelsea,Stoke,4,2,1408.6,1.88,3.18,1.25,14.0,0.76,0.46,0.34176,7,7
2,02/01/17,Man City,Burnley,2,1,1388.6,1.94,2.73,1.17,19.0,0.65,0.41,0.29568,7,7
1,02/01/17,Sunderland,Liverpool,2,2,1368.6,1.69,4.39,11.0,1.33,0.35,0.73,1.8,7,7
1,02/01/17,West Ham,Man United,0,2,1348.6,1.45,17.0,6.0,1.65,0.5,0.68,5.325,7,7
1,14/01/17,Burnley,Southampton,1,0,1400.6,1.64,10.37,3.6,2.2,0.39,0.5,2.7,7,7
1,14/01/17,Leicester,Chelsea,0,3,1380.6,1.5,11.04,6.0,1.62,0.53,0.73,3.375,7,7
1,14/01/17,Swansea,Arsenal,0,4,1360.6,1.39,14.75,7.0,1.5,0.36,0.7,6.9,7,7
2,14/01/17,Tottenham,West Brom,4,0,1340.6,2.38,2.52,1.33,11.0,0.73,0.5,0.24192,7,7
1,15/01/17,Everton,Man City,4,0,1410.6,1.46,15.94,4.5,1.8,0.51,0.66,4.725,7,7
1,21/01/17,Stoke,Man United,1,1,1390.6,1.46,13.27,6.0,1.6,0.49,0.69,4.275,7,7
1,31/01/17,Sunderland,Tottenham,0,0,1370.6,2.49,2.45,9.5,1.36,0.32,0.73,0.75,7,7
1,01/02/17,West Ham,Man City,0,4,1350.6,1.42,13.9,6.0,1.57,0.53,0.62,3.825,7,7
1,04/02/17,Hull,Liverpool,2,0,1490.6,1.45,10.03,8.0,1.45,0.29,0.66,5.25,7,7
1,05/02/17,Leicester,Man United,0,3,1470.6,1.51,11.38,5.75,1.65,0.44,0.67,3.825,7,7
2,11/02/17,Man United,Watford,2,0,1450.6,1.75,3.65,1.25,14.0,0.69,0.45,0.45312,7,7
1,11/02/17,Sunderland,Southampton,0,4,1430.6,1.51,23.43,3.9,2.1,0.37,0.45,6.3,7,7
1,12/02/17,Burnley,Chelsea,1,1,1410.6,1.99,3.37,9.0,1.4,0.41,0.76,1.05,7,7
1,13/02/17,Bournemouth,Man City,0,2,1390.6,1.73,4.49,7.5,1.44,0.38,0.66,1.5,7,7
2,25/02/17,Chelsea,Swansea,3,1,1370.6,1.89,3.15,1.25,15.0,0.75,0.41,0.30336,7,7
2,25/02/17,Everton,Sunderland,2,0,1350.6,2.21,2.8,1.4,8.5,0.57,0.35,0.2592,7,7
1,27/02/17,Leicester,Liverpool,3,1,1440.6,1.52,9.67,5.5,1.65,0.4,0.65,3.45,7,7
1,04/03/17,Watford,Southampton,3,4,1420.6,1.55,15.98,3.6,2.2,0.43,0.48,3.825,7,7
1,05/03/17,Sunderland,Man City,0,2,1400.6,1.67,4.02,11.0,1.29,0.33,0.68,1.65,7,7
1,06/03/17,West Ham,Chelsea,1,2,1380.6,1.53,9.62,6.0,1.62,0.53,0.76,3.0,7,7
2,08/03/17,Man City,Stoke,0,0,1360.6,1.8,3.46,1.25,15.0,0.69,0.5,0.46464,7,7
2,12/03/17,Liverpool,Burnley,2,1,1340.6,1.73,3.75,1.25,14.0,0.64,0.4,0.45312,7,7
1,18/03/17,Stoke,Chelsea,1,2,1320.6,1.56,9.03,6.5,1.62,0.5,0.78,3.0,7,7
1,18/03/17,West Brom,Arsenal,3,1,1405.6,1.66,6.72,5.25,1.73,0.5,0.64,1.725,7,7
1,19/03/17,Middlesbrough,Man United,1,3,1385.6,2.11,3.92,6.0,1.7,0.3,0.69,1.425,7,7
1,01/04/17,Burnley,Tottenham,0,2,1365.6,1.67,7.31,5.75,1.7,0.39,0.74,2.775,7,7
2,01/04/17,Man United,West Brom,0,0,1345.6,2.28,2.77,1.36,11.0,0.71,0.52,0.2976,7,7
1,02/04/17,Arsenal,Man City,2,2,1325.6,1.44,26.69,3.1,2.3,0.61,0.68,6.9,7,7
2,04/04/17,Leicester,Sunderland,2,0,1305.6,2.33,2.87,1.45,8.5,0.51,0.31,0.2496,7,7
2,05/04/17,Liverpool,Bournemouth,2,2,1285.6,2.17,2.87,1.36,9.5,0.67,0.42,0.27648,7,7
1,08/04/17,Bournemouth,Chelsea,1,3,1265.6,1.63,7.3,6.5,1.6,0.42,0.76,2.7,7,7
1,08/04/17,Stoke,Liverpool,1,2,1245.6,1.69,7.03,4.0,1.95,0.42,0.66,2.175,7,7
1,09/04/17,Sunderland,Man United,0,3,1225.6,1.57,5.79,10.0,1.36,0.29,0.69,2.925,7,7
1,15/04/17,Southampton,Man City,0,3,1205.6,1.45,16.25,4.33,1.73,0.53,0.65,4.575,7,7
1,16/04/17,West Brom,Liverpool,0,1,1185.6,1.51,13.14,4.0,1.8,0.47,0.67,4.125,7,7
1,17/04/17,Middlesbrough,Arsenal,1,2,1165.6,1.48,13.42,7.0,1.5,0.29,0.59,6.15,7,7
1,23/04/17,Burnley,Man United,0,2,1145.6,1.53,10.52,5.75,1.67,0.38,0.72,4.35,7,7
1,26/04/17,Crystal Palace,Tottenham,0,1,1125.6,1.78,5.01,5.5,1.65,0.45,0.79,1.65,7,7
1,30/04/17,Everton,Chelsea,0,3,1105.6,1.53,14.31,3.5,2.0,0.61,0.75,3.825,7,7
1,30/04/17,Middlesbrough,Man City,2,2,1085.6,1.39,11.25,13.0,1.25,0.29,0.66,6.15,7,7
1,01/05/17,Watford,Liverpool,0,1,1065.6,1.65,5.81,5.75,1.5,0.43,0.66,1.8,7,7
1,05/05/17,West Ham,Tottenham,1,0,1215.6,1.4,10.29,8.5,1.4,0.44,0.81,4.5,7,7
1,10/05/17,Southampton,Arsenal,0,2,1195.6,1.46,18.61,3.6,2.05,0.48,0.62,5.475,7,7
1,12/05/17,West Brom,Chelsea,0,1,1175.6,1.46,7.97,10.0,1.36,0.42,0.78,3.375,7,7
1,13/05/17,Middlesbrough,Southampton,1,2,1155.6,1.58,11.2,4.0,2.0,0.29,0.46,3.75,7,7
1,13/05/17,Stoke,Arsenal,1,4,1135.6,1.55,9.13,4.75,1.75,0.42,0.64,3.0,7,7
1,13/05/17,Sunderland,Swansea,0,2,1115.6,1.47,17.56,4.2,1.91,0.29,0.41,5.625,7,7
2,16/05/17,Arsenal,Sunderland,2,0,1095.6,1.26,7.78,1.09,29.0,0.66,0.28,0.8736,7,7
1,18/05/17,Leicester,Tottenham,1,6,1075.6,1.46,19.56,4.5,1.85,0.5,0.78,6.975,7,7
2,21/05/17,Arsenal,Everton,3,1,1055.6,2.42,2.59,1.45,7.5,0.67,0.57,0.30336,7,7
2,21/05/17,Chelsea,Sunderland,5,1,1035.6,1.37,6.19,1.14,23.0,0.8,0.26,0.48768,7,7
1,21/05/17,Hull,Tottenham,1,7,1015.6,2.07,3.26,7.0,1.5,0.35,0.8,1.2,7,7
2,21/05/17,Liverpool,Middlesbrough,3,0,995.6,1.43,5.29,1.14,23.0,0.68,0.27,0.4896,7,7
1,21/05/17,Watford,Man City,0,5,975.6,1.89,3.3,11.0,1.3,0.34,0.7,1.2,7,7
1,12/08/17,Brighton,Man City,0,2,955.6,1.3,20.32,11.0,1.33,0.5,0.72,7.5,7,7
1,12/08/17,Watford,Liverpool,3,3,935.6,2.11,3.47,6.0,1.62,0.32,0.7,1.2,7,7
2,13/08/17,Man United,West Ham,4,0,915.6,1.98,3.13,1.3,12.0,0.65,0.48,0.38976,7,7
1,19/08/17,Stoke,Arsenal,1,0,985.6,1.71,6.52,4.5,1.85,0.4,0.71,2.25,7,7
1,19/08/17,Swansea,Man United,0,4,965.6,1.37,13.88,11.0,1.36,0.47,0.67,4.8,7,7
1,26/08/17,Bournemouth,Man City,1,2,945.6,1.73,3.94,11.0,1.3,0.43,0.72,1.275,7,7
1,26/08/17,Huddersfield,Southampton,0,0,925.6,1.45,66.47,3.9,2.1,1.0,0.49,7.5,7,7
